,Partido,Localidad,,,CABLEMODEM,DIALUP,,,WIRELESS,TELEFONIAFIJA,,,link,Latitud,
,Santa María,Alta Gracia,,,SI,--,,,SI,,SI,SI,,,"-64,4288214061936"
CORDOBA,Santa María,Anisacate,,SI,--,--,,--,SI,,--,--,14147020,,"-64,4144863418681"
CORDOBA,,Barrio Gilbert,1277,--,,--,--,--,,--,--,,14147030,"-31,4426508165936","-64,3178623084579"
CORDOBA,Santa María,,0,--,--,,--,--,--,--,,--,14147220,"-31,5502925188794",
CORDOBA,,,0,--,,,--,--,,,--,--,14147280,,"-64,532077974826"
CORDOBA,,Bouwer,841,--,,--,--,--,,SI,SI,SI,,,"-64,194465844878"
,Santa María,Campos del Virrey,,,--,--,,,--,--,,--,14147055,"-31,5854354142154",
,Santa María,Caseros Centro,243,,--,--,--,,--,--,,,14147060,"-31,5292561486201",
CORDOBA,,Causana,55,--,,--,--,--,,--,--,--,,"-31,4637911559576","-64,4124514041777"
CORDOBA,Santa María,,201,--,--,,--,--,,,SI,SI,,,"-64,3939272186065"
CORDOBA,Río Primero,Piquillín,,SI,--,--,,--,--,SI,SI,,14105210,"-31,2995844445842","-63,7591050718367"
,Río Primero,Plaza de Mercedes,67,,--,--,--,,--,--,,,14105220,"-30,9780514540426",
CORDOBA,Río Primero,,287,--,--,,--,--,--,SI,--,SI,,"-31,1685485898925","-63,6075820921855"
CORDOBA,,Río Primero,7044,SI,,,SI,--,,,SI,SI,,,"-63,621866727412"
CORDOBA,,Sagrada Familia,84,--,,--,--,--,,--,,,14105250,"-31,2897282303946",
CORDOBA,,,7761,SI,,,SI,--,,SI,SI,,14105260,"-31,1514772066717","-63,4015912555355"
,Río Primero,Villa Fontana,938,,--,--,SI,,SI,,--,SI,14105270,,"-63,1159181990178"
,Río Seco,Cerro Colorado,,,--,--,,,SI,--,SI,SI,,"-30,0960599330651","-63,9287731727735"
CORDOBA,,,150,--,,,--,--,--,--,,,14112020,"-30,0139606979963",
CORDOBA,,Eufrasio Loza,166,--,,--,--,--,,--,,--,14112030,"-29,9247226351086",
CORDOBA,,,542,--,,,--,--,,--,--,--,,"-29,7227092489555","-63,5149951918634"
CORDOBA,Río Seco,,106,--,--,,--,--,--,,--,SI,14112050,,"-62,8301426342643"
,Río Seco,Los Hoyos,,,--,--,,,--,--,--,,14112060,"-29,802434071812","-63,6273622842684"
CORDOBA,Río Seco,Puesto de Castro,,--,--,--,,--,--,--,,,14112070,"-30,2390823848323",
CORDOBA,Río Seco,Rayo Cortado,,--,--,--,,,SI,,--,--,,,"-63,8249818238142"
,Río Seco,San Pedro de Gütemberg,124,,--,--,--,,--,--,--,--,,"-29,698228417088","-63,5610809474438"
CORDOBA,Río Seco,,219,--,,,--,--,--,--,,,14112100,"-30,1174756551011",
CORDOBA,,Sebastián Elcano,2481,--,,--,SI,--,,SI,SI,,14112110,"-30,1614462636479","-63,5934503863753"
,Río Seco,Villa Candelaria,246,,--,--,--,,--,,--,--,,,"-63,3548391354923"
,San Justo,Arroyito,,,SI,--,,,SI,,SI,SI,14140030,,"-63,0503444103203"
CORDOBA,San Justo,,6105,--,--,,--,--,--,SI,,,14140040,"-31,0107075696975",
CORDOBA,,,9890,SI,,,SI,--,,SI,,SI,14140050,"-30,8665250177702",
CORDOBA,San Justo,Colonia 10 de Julio,,--,--,--,,--,--,--,--,--,,,"-62,114218229406"
,San Justo,Colonia Anita,,,--,--,,,SI,,--,--,14140060,,"-62,2135862922774"
,San Justo,Colonia Iturraspe,6,,--,--,--,,--,--,,--,14140215,"-31,2071433242951",
CORDOBA,San Justo,Colonia Las Pichanas,,,--,--,,--,SI,--,--,,14140080,"-31,2454066292387","-62,9256664887207"
CORDOBA,,Colonia Marina,1153,--,,--,SI,SI,,,SI,SI,14140090,,"-62,3639645596989"
CORDOBA,San Justo,,314,--,--,,--,--,,,--,SI,,,"-62,3663613505205"
,San Justo,Colonia San Bartolomé,,,--,--,,,SI,SI,--,,14140110,"-31,528322298444","-62,7244933856141"
,San Justo,Colonia San Pedro,106,,--,--,--,,--,--,,--,14140120,"-30,7836021597954",
CORDOBA,San Justo,Colonia Santa María,,--,--,--,,--,--,,--,--,14140130,,"-62,4278882105043"
,San Justo,Colonia Valtelina,,,--,--,,,--,,--,--,,,"-62,235437860737"
CORDOBA,San Justo,,722,SI,--,,SI,--,--,SI,,SI,14140150,"-30,8416242298498",
CORDOBA,,,20,--,,,--,--,,--,--,,14007140,"-32,2989441032587","-64,7254379234594"
CORDOBA,,Monte Ralo,0,--,,--,--,--,,,--,--,,,"-64,238888888889"
CORDOBA,Calamuchita,,44,--,--,,--,--,SI,,--,--,14007160,,"-64,4641636844138"
,Calamuchita,Río de los Sauces,1001,,--,--,--,,SI,SI,,,14007170,"-32,5265595269976",
,Calamuchita,San Agustín,,SI,--,--,,--,SI,SI,,SI,14007180,"-31,9763155149128",
CORDOBA,,,140,--,,,--,--,,,--,--,,,"-64,5163972060979"
CORDOBA,,San Ignacio (Loteo Vélez Crespo),0,--,,--,--,--,,--,SI,SI,,"-32,165","-64,516944444444"
,Calamuchita,Santa Monica,,,--,--,,,--,--,,,14007170,"-32,0665951444652",
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,,SI,SI,--,,--,SI,SI,SI,,14007210,"-32,0700578177618","-64,537633731877"
CORDOBA,,,118,--,,,--,--,,,--,--,,,"-64,3784225873001"
CORDOBA,Calamuchita,,127,--,--,,--,--,--,SI,--,--,,"-31,8262216703829","-64,5197802668561"
CORDOBA,,,154,--,--,,--,--,SI,--,--,,14007240,"-31,9532611007669","-64,8132541353652"
CORDOBA,,Villa Amancay,426,--,,--,--,--,,SI,,,14007250,"-32,1863928332037",
CORDOBA,Calamuchita,Villa Berna,,SI,--,--,,--,SI,SI,--,SI,,"-31,9052382568315","-64,7428823583405"
,Calamuchita,Villa Ciudad Parque Los Reartes,0,,SI,--,--,,--,,--,SI,14007170,,"-64,5456887371347"
CORDOBA,,Villa Ciudad Parque Los Reartes (1a. Sección),506,--,,--,--,--,,SI,,--,14007270,"-31,9091576117526",
CORDOBA,,,0,--,,,--,--,,--,,,14007170,"-31,9091576",
CORDOBA,San Justo,,6057,SI,--,,SI,--,--,,SI,SI,14140160,,"-62,3061393858824"
CORDOBA,,,1746,--,,,--,SI,,SI,SI,SI,,"-31,7412330671687","-62,8933443705701"
CORDOBA,San Justo,El Fortín,,--,SI,--,,--,SI,SI,,,14140180,"-31,9672502352148",
,San Justo,El Fuertecito,297,,--,--,--,,SI,SI,--,,14140190,"-31,4039349300198","-62,9733657676524"
,San Justo,El Tío,1903,,SI,--,SI,,--,SI,SI,SI,,"-31,3845486215618","-62,8284737646901"
,San Justo,Estación Luxardo,,,--,--,,,SI,,SI,SI,,,"-62,1333023360613"
CORDOBA,,Freyre,6620,SI,,--,SI,--,,SI,SI,,14140220,"-31,1647319320813","-62,0976333908888"
CORDOBA,,,3720,SI,,,SI,--,,SI,,,14140230,"-31,406437919327",
CORDOBA,San Justo,La Paquita,,SI,--,--,,,SI,,--,SI,14140240,,"-62,2154361817056"
,San Justo,La Tordilla,1257,,--,--,--,,SI,,SI,SI,,,"-63,0599042713799"
CORDOBA,,Las Varas,1320,--,,--,SI,--,,SI,,SI,14140260,"-31,801292158779",
JUJUY,Ledesma,,46642,SI,SI,,SI,SI,SI,SI,,,38035080,"-23,7988475308181",
,Ledesma,Maíz Negro,,,--,--,--,,--,,--,--,38035090,,"-64,7747416972346"
JUJUY,Ledesma,Paulina,,--,--,--,,--,--,,--,--,,,"-64,7401978591998"
,Ledesma,Pueblo Ledesma,,,--,--,,,--,--,SI,,38035010,"-23,8273072049676","-64,791360563704"
,Ledesma,Yuto,6301,,--,--,--,,SI,--,,SI,38035110,"-23,6439908389427",
JUJUY,,,162,SI,,,--,SI,,,--,--,,,"-65,0785405481684"
JUJUY,,Centro Forestal,402,SI,,--,--,--,,,--,--,38042020,,"-65,1738697442674"
,Palpalá,Mina 9 de Octubre,0,,--,--,--,,--,--,,--,38042040,"-24,245642700609",
JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),,,SI,--,,SI,SI,SI,SI,,38042040,"-24,2660503354304","-65,2120271030598"
,Palpalá,Rio Blanco,0,,--,--,--,,--,--,SI,SI,,"-24,2342342593785","-65,2300747773282"
,Rinconada,Casa Colorada,,,--,--,,,--,,--,--,38049003,,"-66,2828832006347"
JUJUY,,Coyaguaima,83,--,,--,SI,--,,--,,,38049007,"-22,7704435619992",
JUJUY,,,264,--,,,SI,--,,--,,--,38049010,"-22,4075623428398",
JUJUY,Rinconada,,46,--,--,,--,SI,--,,--,--,38049020,,"-66,2677637818035"
JUJUY,,Loma Blanca,134,--,,--,--,SI,,,--,--,,,"-66,4628647785472"
JUJUY,Rinconada,Nuevo Pirquitas,,--,--,--,,SI,--,SI,,--,38049030,"-22,6869936542959",
,Rinconada,Orosmayo,82,,--,--,,,--,--,,,38049035,"-22,5564922692659","-66,3517771971731"
JUJUY,,,351,--,,,--,SI,,--,--,--,,"-22,4399840866382","-66,1609276347876"
JUJUY,San Antonio,,176,--,--,,SI,--,--,,--,--,,,"-65,2818867459585"
,San Antonio,La Toma,,,--,--,,,--,--,--,,38056020,"-24,3374800000056","-65,36524"
,El Carmen,Puesto Viejo,1372,,SI,--,--,,--,SI,,,38014100,"-24,4823598416465",
JUJUY,,,93,--,,,--,--,,--,--,--,,"-24,5556368462513","-64,9424207944567"
JUJUY,,San Juancito,45,--,,--,--,--,,,--,SI,,,"-64,9958370634563"
JUJUY,,Aparzo,52,--,,,--,--,,--,,--,38028003,"-23,0996196486859",
JUJUY,Humahuaca,,76,--,--,,--,--,--,--,--,,38028007,"-23,1510060722338","-65,127531756215"
,Humahuaca,Coctaca,141,,--,--,--,,--,,--,--,,,"-65,2973378850934"
JUJUY,Humahuaca,El Aguilar,,--,--,--,,SI,--,SI,SI,SI,,"-23,210239970845","-65,6779050336532"
JUJUY,Humahuaca,,456,--,--,,SI,--,--,--,--,,38028030,"-22,978267572073","-65,3537794942853"
JUJUY,,,10256,SI,,,--,SI,,SI,,SI,38028040,"-23,2026118920444",
JUJUY,,Palca de Aparzo,144,--,,--,--,--,,,--,SI,,,"-65,1333482063984"
JUJUY,Humahuaca,,103,--,--,,--,--,--,--,--,--,,"-23,1004388682846","-65,1160803501257"
,Humahuaca,Rodero,,,--,--,--,,--,--,,--,38028047,"-23,0621288433346",
JUJUY,Humahuaca,Tres Cruces,,--,--,--,,--,--,--,--,,38028050,"-22,9172890384617","-65,5874003328951"
,Humahuaca,Uquía (Est. Senador Pérez),,,--,--,,,--,SI,--,--,,"-23,3018065170017","-65,3575618341785"
,Ledesma,Bananal,689,,--,--,--,,--,,--,--,38035010,,"-64,5013724325995"
JUJUY,,,145,--,,,--,--,,--,--,,38035020,"-23,7870506884017","-64,730065775808"
JUJUY,,Caimancito,5336,SI,,--,--,SI,,SI,,,38035030,"-23,7395269322752",
,Ledesma,Calilegua,5997,,SI,--,--,,SI,,SI,SI,38035040,,"-64,766556217593"
JUJUY,Ledesma,Chalicán,,,--,--,,--,SI,--,--,SI,,"-24,0708657869155","-64,8037328279296"
JUJUY,Ledesma,,13300,SI,SI,,--,SI,SI,SI,,SI,38035060,"-23,9366734846348",
JUJUY,,,138,--,,,--,--,,--,--,,38035070,"-23,7628935085037","-64,7268036826305"
CORRIENTES,Capital,Laguna Brava,,--,--,--,,SI,--,,SI,SI,18021030,,"-58,7167656641361"
,Capital,Riachuelo,1965,,--,--,--,,SI,,SI,SI,,,"-58,7419831223036"
,Capital,San Cayetano,872,,--,--,--,,--,--,,,18021050,"-27,5712103716288",
,Concepción,Concepción,,,--,--,,,SI,SI,,SI,18028010,"-28,3924910085097",
CORRIENTES,,Santa Rosa,7143,--,,--,--,--,,,--,SI,,"-28,2674256970164","-58,1220612497619"
CORRIENTES,,,1687,--,,,--,SI,,,--,SI,18028030,,"-58,2862966985736"
CORRIENTES,Concepción,Tatacua,,--,--,--,,,--,--,,,18028040,"-28,3720748439642",
,Curuzú Cuatiá,Cazadores Correntinos,456,,--,--,--,,SI,--,--,,18035010,"-29,9787827263917","-58,3024356720991"
,Curuzú Cuatiá,Curuzú Cuatiá,,,--,--,,,SI,,SI,SI,18035020,,"-58,049945341682"
CORRIENTES,Curuzú Cuatiá,Perugorría,,--,--,--,,SI,SI,,--,SI,,"-29,3404796154785","-58,6080890462901"
CORRIENTES,,,707,SI,,,--,SI,,SI,,SI,18042010,"-27,7035440870919",
CORRIENTES,Empedrado,,9258,SI,SI,,--,SI,SI,SI,,,18042020,"-27,9524556932224",
CORDOBA,,,6217,SI,--,,--,--,--,,SI,SI,,,"-62,4576576002351"
CORDOBA,,Noetinger,0,--,,--,--,--,,,--,--,14063020,,"-62,.31"
CORDOBA,Marcos Juárez,Saira,,SI,--,--,,--,--,SI,--,,14063210,"-32,406411636801","-62,1029831790036"
,Marcos Juárez,Saladillo,174,,--,--,--,,--,SI,,--,14063220,"-32,9331604883654",
CORDOBA,,Villa Elisa,26,SI,,SI,--,--,,,--,--,,,"-62,3306744044274"
CORDOBA,,,303,--,,,SI,--,,SI,--,SI,,"-31,0381142705456","-65,2775888503175"
CORDOBA,Minas,El Chacho,,--,--,--,,--,SI,--,,,14070020,"-30,8017974058313",
,Minas,Estancia de Guadalupe,,,--,--,,,SI,SI,--,,14070030,"-31,1242101609074","-65,2269002056273"
CORDOBA,Minas,,129,--,--,,--,--,SI,,--,--,14070040,,"-65,3281875063158"
CORDOBA,,,207,--,,,--,--,,--,--,--,,"-31,0350257440514","-65,3453122247049"
CORDOBA,,San Carlos Minas,1311,SI,,--,SI,--,,SI,SI,,14070060,"-31,175590415787","-65,1017054267171"
CORDOBA,Minas,,112,--,--,,--,--,SI,--,,--,14070070,"-31,2496924733149",
,Minas,Tosno,94,,--,--,--,,SI,--,--,--,,"-30,9499425576932","-65,3099277411768"
,Pocho,Chancani,,--,--,--,,--,SI,,--,SI,,,"-65,4453421341012"
CORDOBA,,,43,--,,,--,--,,--,,--,14077020,"-31,3800076236386",
CORDOBA,,Los Talares,157,--,,--,--,--,,--,,,14077030,"-31,3754115021879",
CORDOBA,Pocho,,1275,SI,--,,SI,SI,SI,SI,SI,SI,,"-31,3151616749444","-65,0910260595287"
CORDOBA,,,85,--,,,--,--,,,--,--,,,"-64,9131949666644"
CORDOBA,Pocho,Tala Cañada,,--,--,--,,--,SI,SI,--,,14077060,"-31,3590179990726","-64,9638128897381"
,Esquina,Esquina,,,--,--,,,SI,SI,,SI,18049010,"-30,0159284150174",
,Esquina,Pueblo Libertador,932,,--,--,--,,--,,--,SI,18049020,,"-59,3906028568407"
CORRIENTES,General Alvear,Alvear,,,--,--,,SI,--,SI,SI,SI,,"-29,0985990956679","-56,5521631297617"
CORRIENTES,,Estación Torrent,116,--,,--,--,SI,,--,,,18056020,"-28,8266239157245",
CORRIENTES,General Paz,,3772,SI,SI,,--,SI,,SI,SI,,18063010,"-27,4250661277127","-57,3376993601456"
,General Paz,Lomas de Vallejos,,,--,--,,,--,--,--,SI,,"-27,7329656323888","-57,9193852921423"
,General Paz,Nuestra Señora del Rosario de Caá Catí,4738,,SI,--,--,,SI,,SI,SI,18063030,,"-57,6225136238666"
CORRIENTES,,,536,--,,,--,SI,,--,--,,18063040,"-27,9407694115665","-57,9009156630285"
CORRIENTES,Goya,,420,--,--,,--,SI,SI,SI,,SI,18070010,"-29,1457706796124",
,Goya,Goya,,,SI,--,,,SI,,SI,SI,,,"-59,2605311638707"
CORRIENTES,ItatÍ,Itatí,,SI,--,--,,SI,SI,,SI,SI,18077010,,"-58,2434782721969"
CORRIENTES,ItatÍ,Ramada Paso,,--,--,--,,,SI,--,,SI,18077020,"-27,3659289314983",
,Presidente Roque Sáenz Peña,General Levalle,5697,,SI,--,SI,,SI,SI,,,14084010,"-34,0098324798955",
CORDOBA,Presidente Roque Sáenz Peña,,1318,SI,,,SI,SI,SI,,SI,SI,14084020,,"-62,9744894136507"
CORDOBA,,Laboulaye,20534,SI,,--,SI,--,,,SI,SI,,,"-63,388646306069"
,Presidente Roque Sáenz Peña,Leguizamón,53,,--,--,SI,,--,--,--,,14084040,"-34,2040788458157","-62,9768889543714"
,Presidente Roque Sáenz Peña,Melo,,,--,--,,,SI,SI,,,14084050,"-34,3483191246018",
CORDOBA,Presidente Roque Sáenz Peña,Río Bamba,,--,--,--,,--,SI,,SI,SI,,,"-63,7321532881296"
,Presidente Roque Sáenz Peña,Rosales,525,,--,--,--,,SI,,SI,SI,14084070,,"-63,1534798469172"
CORDOBA,Presidente Roque Sáenz Peña,,140,--,--,,--,--,SI,SI,,,14084080,"-34,5106395562101",
CORDOBA,,Serrano,3162,--,,,--,SI,,SI,,SI,14084090,"-34,4699818959404",
CORDOBA,,Villa Rossi,508,--,,--,--,--,,,--,SI,14084100,,"-63,2685397142969"
CORDOBA,,,70,--,,,--,--,,,--,--,,,"-64,5367004570805"
,Punilla,Bialet Massé,5425,,--,--,SI,,SI,SI,,SI,14091020,"-31,3123081567618",
,Punilla,Cabalango,,,--,--,,,SI,--,--,,14091030,"-31,3931049014855","-64,5635652642982"
CORDOBA,,,782,--,,,--,--,--,SI,SI,SI,,"-29,8063717196573","-64,7065412644276"
CORDOBA,,Rosario del Saladillo,178,--,,--,SI,--,,,--,--,,,"-63,4478615181188"
,Tulumba,San José de la Dormida,,,--,--,,,SI,SI,SI,,14175080,"-30,3546018393412","-63,9466529209876"
CORDOBA,Tulumba,San José de las Salinas,,--,--,--,,--,--,--,,,14175090,"-30,0090773891027",
CORDOBA,,San Pedro Norte,317,--,,--,--,--,,--,--,--,,"-30,0887589979373","-64,1559536726827"
CORDOBA,Tulumba,,1474,--,--,,SI,--,SI,,SI,SI,14175110,,"-64,1231771567642"
CORDOBA,,,201,--,,,--,--,,--,,--,14182010,"-33,6948816087071",
CORDOBA,,Alto Alegre,816,SI,,--,SI,--,,SI,SI,,14182020,"-32,3460951978736","-62,8853485991764"
,Unión,Ana Zumarán,,,--,--,,,--,,--,SI,,,"-63,0574835050696"
,Unión,Ballesteros,3928,,--,--,SI,,SI,SI,SI,SI,,"-32,5453815879853","-62,9833005213374"
CORDOBA,,Ballesteros Sur,532,--,,--,SI,--,,SI,,,14182050,"-32,5885971215357","-63,027038782482"
CORDOBA,Unión,,33835,SI,SI,,SI,--,,SI,,SI,14182060,"-32,6285600750708",
CORDOBA,,Benjamín Gould,699,--,,--,--,--,,,--,SI,,,"-62,7303890735446"
CORRIENTES,,,2429,--,,,--,SI,,SI,SI,SI,,"-27,9156591543749","-55,8233285990026"
,Ituzaingó,Ituzaingó,19575,,--,--,--,,--,SI,,,18084020,"-27,5910429413741",
,Ituzaingó,San Antonio,,,--,--,,,--,--,SI,,18084030,"-27,5073854602181","-56,7411670700869"
CORRIENTES,Ituzaingó,San Carlos,,--,--,--,,--,--,SI,SI,SI,,"-27,745785086345","-55,9000479407003"
,Ituzaingó,Villa Olivari,,,--,--,--,,SI,,SI,SI,,,"-56,9062014827101"
CORRIENTES,Lavalle,,143,--,--,,--,--,--,--,--,,18091010,"-28,8357350715385","-59,0068578339405"
CORRIENTES,,Gobernador Juan E. Martínez,1831,--,,--,SI,SI,,SI,,SI,18091020,"-28,9108688742576",
,Lavalle,Lavalle,,,--,--,,,SI,,SI,SI,18091030,,"-59,1818570100087"
CORRIENTES,Lavalle,Santa Lucía,,SI,--,--,,SI,SI,,SI,SI,,,"-59,1017576429994"
CORRIENTES,,,586,--,,,--,--,,--,,--,18091050,"-28,9940335487267",
CORRIENTES,,Yatayti Calle,539,--,,--,--,--,,--,,,18091060,"-29,0295902166451",
,Mburucuyá,Mburucuyá,,,--,--,,,SI,,--,SI,18098010,,"-58,224984006822"
,Mercedes,Felipe Yofré,1435,,--,--,--,,--,SI,--,SI,,"-29,105919764542","-58,3424746747141"
,Mercedes,Mariano I. Loza (Est. Justino Solari),1843,,--,--,--,,SI,SI,--,,18105020,"-29,3763665588886",
CORRIENTES,Mercedes,Mercedes,,SI,SI,--,,SI,SI,SI,,SI,18105030,"-29,1833885579996",
CORRIENTES,,,620,--,,--,--,--,,,--,SI,,,"-57,8235193980386"
CORRIENTES,Monte Caseros,,212,--,--,,--,--,SI,,--,SI,18112020,,"-57,8591295180443"
CORRIENTES,Monte Caseros,Juan Pujol,,--,--,--,,SI,SI,SI,,,18112030,"-30,4178964519869",
,Monte Caseros,Mocoretá,,,--,--,,,SI,SI,SI,,18112040,"-30,6176804049267","-57,9628254585589"
,Monte Caseros,Monte Caseros,23470,,--,--,SI,,SI,,SI,SI,18112050,,"-57,6388140007913"
,Monte Caseros,Parada Acuña,,,--,--,,,SI,--,--,--,,"-29,9084817138799","-57,9581770148793"
CORRIENTES,,Parada Labougle,492,--,,--,--,--,,--,,--,18112070,"-30,3190400199696",
CORRIENTES,,,1029,--,,,--,SI,,--,,,18119010,"-29,8203735190576",
CORRIENTES,Paso de los Libres,,328,--,--,,--,SI,SI,,--,SI,,,"-57,5743693513377"
CORRIENTES,,,43251,SI,,,SI,SI,,,SI,SI,18119030,,"-57,0877441027999"
CORRIENTES,Paso de los Libres,Tapebicuá,,--,--,--,,--,--,--,,,18119040,"-29,5043114402955","-56,9760306946844"
,Federación,San Pedro,264,,--,--,SI,,SI,--,,SI,30028100,"-30,7571887237222",
ENTRE RIOS,,,34,--,,,--,--,,,--,--,,,"-58,2191269101013"
ENTRE RIOS,Federación,,905,--,SI,,SI,--,SI,SI,SI,SI,,"-30,9004970305733","-57,9310809529514"
,Federación,Villa del Rosario,,,SI,--,,,SI,SI,,,30028120,"-30,7968318611671",
,Federal,Conscripto Bernardi,1339,,--,--,--,,SI,SI,--,,30035010,"-31,0477778936084","-59,0867391405808"
ENTRE RIOS,,,336,--,,,--,--,,,--,--,,,"-58,9777569104134"
ENTRE RIOS,,Federal,16075,SI,,--,SI,--,,SI,--,SI,,"-30,9513342178715","-58,7851418943148"
ENTRE RIOS,,Nueva Vizcaya,379,--,,--,--,--,,--,--,,30035040,"-30,9685149773302","-58,6127479285248"
ENTRE RIOS,Federal,,2845,--,--,,SI,SI,SI,SI,,SI,30035050,"-31,2384740579796",
,Feliciano,San José de Feliciano,,,--,--,,,SI,SI,SI,SI,,"-30,3852713114912","-58,7515719602207"
ENTRE RIOS,Feliciano,San Víctor,,SI,--,--,,--,SI,,--,SI,,,"-59,0316519541684"
ENTRE RIOS,Gualeguay,,263,--,--,,--,--,--,SI,,--,30049010,"-32,825171529429",
ENTRE RIOS,,,175,--,,,--,--,,SI,--,,30049020,"-32,8718397608117","-59,4223491853546"
ENTRE RIOS,,General Galarza,4741,SI,,--,--,--,,,SI,SI,,,"-59,3958887031115"
ENTRE RIOS,Islas del Ibicuy,,1940,--,SI,,--,--,--,SI,SI,SI,,"-33,7156244223002","-58,6597631447303"
,La Paz,Bovril,8577,,SI,--,SI,,SI,SI,,SI,30070010,"-31,3428914409424",
,La Paz,Colonia Avigdor,,--,--,--,,--,SI,SI,--,,30070020,"-31,1853384671792","-59,4079822910182"
ENTRE RIOS,La Paz,El Solar,,--,--,--,,--,SI,SI,SI,SI,,"-31,1810124666205","-59,7328844569416"
,La Paz,La Paz,,,SI,--,,,SI,,SI,SI,,,"-59,6433535241897"
ENTRE RIOS,La Paz,,1362,--,SI,,SI,--,SI,SI,--,,30070050,"-31,1859575955508","-59,9521591252044"
ENTRE RIOS,,,2410,--,,,--,SI,,SI,,,30070005,"-31,4565889671917",
,La Paz,San Gustavo,1325,,--,--,,,SI,,SI,SI,30070070,,"-59,3994540133514"
ENTRE RIOS,La Paz,Santa Elena,,SI,SI,--,,--,SI,,SI,SI,,"-30,9466589584952","-59,7882850384119"
ENTRE RIOS,,,281,--,--,,--,--,--,--,,--,30070090,"-31,3896679471814",
ENTRE RIOS,,Aranguren,1571,--,,--,--,SI,,SI,,,30077010,"-32,2443130059944","-60,1627988186884"
ENTRE RIOS,Nogoyá,Betbeder,,--,--,--,,--,SI,,--,--,30077020,,"-59,9380818002549"
,Nogoyá,Don Cristóbal,29,,--,--,--,,SI,,--,--,,,"-59,9943230195983"
,Nogoyá,Febré,,,--,--,,,SI,--,,,30077040,"-32,4774515995652",
CABA,COMUNA 15,AGRONOMIA,,SI,SI,SI,,SI,SI,SI,,SI,2000010,"-34,5929442472726",
CORDOBA,,,3236,SI,,,SI,--,,--,SI,SI,,"-32,1696837164743","-64,4567952849232"
CORDOBA,Calamuchita,,4,--,--,,--,--,--,,--,--,14007300,,"-64,5850039184628"
CORDOBA,Calamuchita,Villa General Belgrano,,--,SI,--,,SI,SI,SI,,,14007310,"-31,9808236449718",
,Calamuchita,Villa La Rivera,6,,--,--,--,,--,--,--,,14007320,"-32,2667329359208","-64,5204928765463"
CORDOBA,Calamuchita,Villa Quillinzo,,--,--,--,,,SI,--,--,--,,"-32,2384365356542","-64,5210498971139"
,Calamuchita,Villa Rumipal,2246,,--,--,SI,,SI,,SI,SI,14007340,,"-64,4792063354191"
CABA,COMUNA 15,,27761,SI,,,SI,SI,SI,SI,,,2000010,"-34,5883730730472",
CORDOBA,,Villa de María,4648,--,,--,--,--,,SI,,SI,14112130,"-29,9043583402484",
CORDOBA,,,2435,--,,,--,--,,,SI,SI,14119010,,"-63,2006870937546"
CORDOBA,Río Segundo,,759,--,--,,--,--,--,,SI,SI,,,"-63,278168375262"
,Río Segundo,Capilla del Carmen,,,SI,--,,,SI,SI,,SI,14119030,"-31,5081678166164",
CORDOBA,Río Segundo,Carrilobo,,--,SI,--,,SI,SI,SI,,,14119040,"-31,8716468802323","-63,1165074420857"
CABA,COMUNA 15,,17489,SI,SI,,SI,SI,SI,SI,SI,SI,,"-34,5855218978064","-58,4791226108546"
CORDOBA,,,8645,SI,,--,SI,--,,,SI,SI,,,"-62,8855974037259"
,Unión,Chilibroste,576,,--,--,SI,,SI,SI,--,,14182090,"-32,3325969254244","-62,5135995097258"
CORDOBA,Unión,Cintra,,,--,--,,SI,SI,SI,,,14182100,"-32,3081476332499",
CORDOBA,,Colonia Bismarck,373,--,,--,--,--,,SI,--,--,,"-33,3003017093034","-62,7132986409449"
CORDOBA,Unión,,117,--,--,,--,--,,,--,--,14182120,,"-62,7323851196295"
CORDOBA,Calamuchita,,0,--,--,,--,--,SI,--,,--,14007170,"-31,8582901636165",
CORDOBA,,,1097,--,,,--,--,,SI,SI,,14007360,"-32,1037825310006","-64,7541028295247"
CORDOBA,Capital,Córdoba,,SI,SI,SI,,SI,SI,,SI,SI,,,"-64,1833384346292"
,Capital,Jardín Arenales,,,--,--,,,--,--,SI,SI,,"-31,3686406343815","-64,0603031964104"
CORDOBA,,La Floresta,0,--,,--,--,--,,--,SI,,14014010,"-31,3961494977945","-64,0609143527134"
CORDOBA,Colón,,0,--,--,,--,--,--,--,,SI,14021080,"-31,306907347736",
CORDOBA,,,1918,SI,,,SI,--,,--,SI,SI,,"-31,058228127494","-64,2955793576311"
CORDOBA,,Almirante Brown,0,--,,--,--,--,,,--,--,,,"-64,1814827461648"
,Colón,Ascochinga,,,--,--,,,--,SI,SI,,14021020,"-30,9594645513035","-64,2754165610863"
,Colón,Barrio Nuevo Río Ceballos,100,,--,--,--,,--,--,,--,14021025,"-31,1980230004722",
,Colón,Canteras El Sauce,,,--,--,,,--,,--,--,14021030,,"-64,3145341004157"
CORDOBA,Colón,Casa Bamba,,--,--,--,,--,--,--,SI,--,,"-31,3429017095306","-64,3992718801553"
CORDOBA,,Ciudad De Los Niños,0,--,,--,--,--,,--,,,14021080,"-31,2957196524063",
CORDOBA,Río Segundo,,1598,--,--,,SI,SI,--,SI,SI,,14119050,"-31,964293093898","-63,3834011052136"
