,Partido,Localidad,ADSL,,DIALUP,FIBRAOPTICA,4G,,TELEFONIAFIJA,,SATELITAL
,San Martín,Yapeyú,--,,--,--,SI,,SI,--,
,San Miguel,Loreto,--,,--,--,SI,,SI,,SI
CORRIENTES,San Miguel,San Miguel,,--,--,--,,SI,SI,SI,SI
CORDOBA,,Toledo,SI,--,,,SI,SI,,SI,
CORDOBA,Santa María,,--,--,--,,--,--,--,--,--
CORDOBA,Santa María,Valle de Anisacate,,--,--,--,,--,--,SI,--
,Santa María,Villa Ciudad de América (Loteo Diego de Rojas),,,--,--,,,SI,,--
,Santa María,Villa del Prado,,,--,--,,,--,SI,
,Santa María,Villa La Bolsa,--,,--,--,SI,,--,SI,--
CORDOBA,,,SI,--,,,--,--,,,--
CORDOBA,,Villa Parque Santa Ana,SI,--,,--,SI,SI,,--,--
CORDOBA,,,--,--,,--,--,--,,SI,--
CORDOBA,Santa María,,--,--,--,,SI,SI,--,--,
,Santa María,Yocsina,--,,--,--,SI,,--,--,--
CORDOBA,Sobremonte,Caminiaga,,--,--,SI,,--,--,,--
CORDOBA,Sobremonte,,--,--,--,,--,--,--,--,
CORDOBA,,,--,--,,,--,--,,--,--
,Sobremonte,Pozo Nuevo,--,,--,--,SI,,--,,--
,Sobremonte,San Francisco del Chañar,,,--,SI,,,SI,,SI
CORDOBA,,Almafuerte,SI,SI,,SI,SI,SI,,SI,
CORDOBA,,,--,--,,,SI,--,,SI,
CORDOBA,Tercero Arriba,,--,--,--,,SI,SI,--,,SI
CORDOBA,,Dalmacio Vélez,--,--,,SI,SI,SI,,,--
CORDOBA,Tercero Arriba,General Fotheringham,,--,--,--,,SI,SI,SI,--
,Tercero Arriba,Hernando,,,--,SI,SI,,SI,--,
CORDOBA,,,SI,SI,,,SI,SI,,,--
CORDOBA,Tercero Arriba,,--,--,--,,SI,--,SI,SI,--
CORDOBA,Tercero Arriba,,SI,--,--,,SI,SI,,SI,
CORDOBA,,Los Zorros,--,--,,--,SI,SI,,--,--
,Punilla,La Cumbre,,,--,--,,SI,SI,,--
,Punilla,La Falda,SI,,--,SI,SI,,SI,,--
,Punilla,Las Jarillas,,,--,--,,,--,SI,
CORDOBA,Punilla,Los Cocos,,--,--,--,,SI,SI,SI,
CORDOBA,,,--,--,,,--,--,,,--
CORDOBA,Punilla,,--,SI,--,,--,--,SI,,--
CORDOBA,Punilla,Quebrada de Luna,,--,--,--,,--,--,--,
,Punilla,San Antonio de Arredondo,,,--,SI,,,SI,SI,--
CORDOBA,,San Esteban,SI,--,,--,--,--,,,--
CORDOBA,,,--,--,,,SI,SI,--,SI,--
,Punilla,San Roque Del Lago,--,,--,--,--,,--,--,
CORDOBA,Punilla,Santa María de Punilla,,--,--,SI,,,SI,SI,--
CORDOBA,Punilla,Tala Huasi,,--,--,--,,SI,--,SI,--
,Punilla,Tanti,,,--,--,,,--,,--
CORDOBA,Río Cuarto,,SI,--,--,,SI,--,SI,--,--
CORDOBA,,,SI,SI,,,SI,SI,,--,
,Río Cuarto,Las Peñas,SI,,--,--,SI,,SI,,--
CORDOBA,Río Cuarto,Las Vertientes,,--,--,SI,,SI,SI,--,--
,Río Cuarto,Malena,,,--,--,,,SI,--,--
CORDOBA,Río Cuarto,Monte de los Gauchos,,--,--,--,,--,SI,--,
CORDOBA,,,--,--,,,SI,--,,--,--
CORDOBA,Río Cuarto,,SI,SI,SI,,SI,SI,SI,,SI
CORDOBA,Río Cuarto,,SI,--,,,SI,SI,SI,SI,
CORDOBA,,San Basilio,SI,--,,SI,SI,SI,,--,SI
CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),,--,--,--,,,SI,,--
,Tercero Arriba,Oliva,SI,,--,SI,SI,,SI,SI,--
CORDOBA,,Pampayasta Norte,--,--,,--,--,--,,SI,
CORDOBA,,,--,--,,,SI,SI,,--,
CORDOBA,Tercero Arriba,Punta del Agua,,--,--,--,,--,--,,--
,Tercero Arriba,Río Tercero,,,--,SI,,,SI,,SI
CORDOBA,Tercero Arriba,,SI,--,--,,SI,SI,SI,SI,
CORDOBA,,,--,--,,,SI,SI,,SI,
CORDOBA,,Candelaria Sur,--,--,,--,--,--,,,--
CORDOBA,Totoral,,--,--,--,,SI,SI,,--,--
,Totoral,Capilla de Sitón,--,,--,--,SI,,SI,--,
CORDOBA,Totoral,La Pampa,,,--,--,,--,--,--,
CORDOBA,,,--,--,,,--,--,,--,--
CORDOBA,,Las Peñas,SI,--,,--,SI,SI,,,--
CORDOBA,,,--,--,,,--,--,,--,--
CORDOBA,Totoral,,--,--,--,,--,--,--,--,
,Santa María,La Paisanita,,,--,--,,,SI,,--
CORDOBA,Santa María,La Perla,,--,--,--,,SI,--,,--
,Santa María,La Rancherita,,,--,--,,--,--,SI,
,Santa María,La Serranita,--,,--,--,SI,,SI,SI,
CORDOBA,Santa María,,--,--,--,,SI,SI,,,--
CORDOBA,,Lozada,--,--,,--,SI,SI,,SI,--
,Santa María,Malagueño,SI,,--,SI,SI,,SI,SI,--
,Santa María,Mi Valle,,,--,--,,,--,--,
CORDOBA,Santa María,,--,--,--,,SI,SI,--,--,--
CORDOBA,,,--,--,,,SI,SI,,,--
CORDOBA,Santa María,Potrero de Garay,,--,--,SI,,SI,SI,SI,--
,Santa María,Rafael García,,,--,--,,,SI,SI,
,Santa María,San Clemente,--,,--,--,SI,,SI,,--
CORDOBA,Santa María,San Nicolás,,--,--,--,,,SI,--,--
CORDOBA,,Socavones,--,--,,--,--,--,,--,
CORDOBA,Santa María,,--,--,,,--,--,--,--,--
,Santa María,Tierra Alta,,,--,--,,,--,--,--
,Colón,La Clarita,--,,--,--,SI,,SI,,--
,Colón,Pueblo Cazes,--,,--,--,--,,--,SI,--
ENTRE RIOS,Colón,Pueblo Liebig's,,--,--,--,,SI,SI,SI,
ENTRE RIOS,,San José,SI,--,,,SI,SI,,SI,--
ENTRE RIOS,Colón,,SI,--,--,,SI,SI,SI,,--
ENTRE RIOS,,,SI,SI,,,SI,SI,,SI,
ENTRE RIOS,,Benito Legeren,--,--,,--,SI,SI,,--,--
,Concordia,Calabacilla,,,--,--,,,--,,--
,Concordia,Clodomiro Ledesma,--,,--,--,SI,,--,SI,--
ENTRE RIOS,,Colonia Ayuí,--,--,,--,SI,SI,,SI,--
ENTRE RIOS,,,--,--,--,,--,--,--,--,
ENTRE RIOS,Concordia,Colonia Yeruá,,--,--,--,,--,--,--,--
,Concordia,Concordia,SI,,--,SI,,,SI,,SI
ENTRE RIOS,Concordia,,--,--,--,,--,--,--,--,
ENTRE RIOS,,Estación Yeruá,--,--,,--,SI,--,,SI,
ENTRE RIOS,,Estación Yuquerí,--,--,,--,--,--,,,--
ENTRE RIOS,,,--,--,,,SI,--,,,--
,Concordia,La Criolla,--,,--,--,SI,,SI,SI,
,Concordia,Las Tejas,,,--,--,,,--,--,--
ENTRE RIOS,Concordia,,--,--,--,,SI,SI,SI,SI,--
ENTRE RIOS,,Nueva Escocia,--,--,,--,SI,--,,,--
ENTRE RIOS,Concordia,,--,--,--,,SI,--,SI,SI,
ENTRE RIOS,,Pedernal,--,--,,--,SI,--,,SI,--
ENTRE RIOS,Concordia,Puerto Yeruá,,--,--,--,,--,SI,,--
,Concordia,Villa Adela,,,--,--,SI,,--,,--
,Concordia,VILLA ZORRAQUIN,--,,--,--,SI,,--,--,
,Diamante,Aldea Brasilera,,,--,--,,,SI,SI,
ENTRE RIOS,,Aldea Grapschental,--,--,,--,--,--,,--,--
ENTRE RIOS,,,SI,--,,,SI,--,,,--
ENTRE RIOS,Diamante,Aldea Salto,,,--,--,,--,SI,--,
,Diamante,Aldea San Francisco,--,,--,--,--,,--,--,--
ENTRE RIOS,,,--,--,,--,--,--,,,--
CORRIENTES,San Roque,,--,--,--,,SI,--,SI,--,--
,San Roque,Chavarría,--,,--,--,--,,SI,--,
CORRIENTES,San Roque,Colonia Pando,,--,--,--,,--,--,--,--
,San Roque,Pedro R. Fernández (Est. Manuel F. Mantilla),,,--,--,,,SI,--,SI
,San Roque,San Roque,--,,--,--,SI,,SI,,SI
CORRIENTES,,,--,--,,,SI,--,,--,SI
CORRIENTES,,Gobernador Igr. Valentín Virasoro,SI,--,,SI,SI,SI,,--,
,Santo Tomé,José Rafael Gómez,--,,--,--,SI,,--,,--
CORRIENTES,Santo Tomé,Santo Tomé,,--,--,--,,,SI,SI,SI
CORRIENTES,Sauce,Sauce,,SI,--,--,,SI,SI,--,
,Colón,Arroyo Barú,,,--,SI,,,SI,SI,--
ENTRE RIOS,Colón,,SI,SI,--,,SI,SI,SI,,SI
ENTRE RIOS,,,--,--,,,--,--,,SI,SI
ENTRE RIOS,,El Brillante,--,--,,--,--,--,,SI,--
ENTRE RIOS,,,SI,SI,,,SI,SI,SI,SI,
,Paraná,Sauce Montrull,--,,--,--,--,,--,SI,--
ENTRE RIOS,Paraná,Sauce Pinto,,--,--,--,,--,SI,,--
ENTRE RIOS,,,SI,SI,,,SI,SI,,SI,
ENTRE RIOS,,Sosa,--,--,,--,--,--,,--,--
,Paraná,Tabossi,,,--,SI,,,SI,,--
ENTRE RIOS,Paraná,Tezanos Pintos,,--,--,--,,--,SI,--,--
ENTRE RIOS,,,SI,SI,,,SI,SI,,SI,
ENTRE RIOS,Paraná,,--,--,--,,SI,--,SI,--,
ENTRE RIOS,Paraná,,--,--,--,,--,--,,,--
ENTRE RIOS,,Villa Urquiza,SI,--,,--,SI,SI,,,--
,San Salvador,General Campos,,--,--,--,,--,SI,SI,SI
,San Salvador,San Salvador,SI,,--,SI,SI,,SI,SI,
ENTRE RIOS,,Altamirano Sur,--,--,,--,--,--,,,--
ENTRE RIOS,,,SI,--,,,--,--,,SI,--
CHUBUT,,Playa Unión,SI,SI,,SI,SI,SI,,SI,
CHUBUT,Rawson,,SI,SI,SI,,SI,SI,,SI,
,Rawson,Trelew,SI,,SI,SI,SI,,SI,,SI
CHUBUT,Río Senguer,Aldea Apeleg,,,--,--,,--,SI,,SI
CHUBUT,Río Senguer,Aldea Beleiro,,--,--,--,,--,SI,--,
,Río Senguer,Alto Río Senguer,,,SI,--,,,SI,SI,SI
CHUBUT,Río Senguer,,--,--,--,,--,--,SI,,SI
CHUBUT,,,--,--,,,--,--,,,SI
,Río Senguer,Lago Blanco,,,--,--,--,,SI,--,SI
CHUBUT,Río Senguer,Río Mayo,,--,--,SI,,--,SI,SI,
CHUBUT,Sarmiento,,--,--,,,--,--,SI,--,SI
ENTRE RIOS,,Estación Arroyo Clé,--,--,,--,--,--,,,--
ENTRE RIOS,Tala,Gobernador Echagüe,,--,--,--,,,SI,--,--
,Tala,Gobernador Mansilla,--,,--,--,SI,,SI,SI,
,Tala,Gobernador Solá,,,--,--,,,--,,--
ENTRE RIOS,Tala,Guardamonte,,--,--,--,,--,SI,--,--
ENTRE RIOS,,,--,--,,,--,--,,--,
ENTRE RIOS,Tala,,--,SI,--,,SI,SI,SI,--,--
ENTRE RIOS,Tala,Rosario del Tala,,--,--,SI,,SI,SI,,--
,Uruguay,1º de Mayo,--,,--,SI,--,,SI,,--
ENTRE RIOS,Uruguay,Basavilbaso,,--,--,SI,,--,SI,SI,--
,Uruguay,Caseros,SI,,--,SI,SI,,SI,SI,
ENTRE RIOS,Uruguay,,--,--,--,,SI,--,SI,SI,--
ENTRE RIOS,,Concepción del Uruguay,SI,SI,,,SI,SI,,,--
ENTRE RIOS,,Estancia San Pedro,--,--,,--,--,--,,SI,
ENTRE RIOS,,,SI,--,,,SI,--,,SI,--
,Sarmiento,Sarmiento,SI,,--,SI,SI,,SI,,SI
,Tehuelches,Frontera de Río Pico,,,--,--,,,SI,--,--
CHUBUT,,,--,--,SI,,SI,--,SI,--,
CHUBUT,,José de San Martín,--,--,,--,SI,--,,--,
,Tehuelches,Río Pico,,,SI,--,,,SI,,SI
CHUBUT,Telsen,Gan Gan,,--,--,--,,--,SI,,SI
CHUBUT,,Telsen,--,SI,,--,SI,SI,,SI,
CORDOBA,Calamuchita,,--,--,--,,--,--,SI,SI,
CORDOBA,,,--,--,,,SI,SI,,,--
CORDOBA,,Cañada del Sauce,SI,--,,--,SI,--,,,--
,Calamuchita,Capilla Vieja,,,--,--,,,--,SI,
,Calamuchita,El Corcovado - El Torreón,SI,,--,--,--,,SI,SI,--
CORDOBA,,El Durazno,--,--,,--,--,--,,--,--
CORDOBA,Calamuchita,,--,--,--,,SI,SI,--,,SI
CORDOBA,Calamuchita,,SI,--,--,,SI,SI,SI,SI,--
ENTRE RIOS,,,--,--,,,SI,--,,SI,
ENTRE RIOS,Uruguay,Líbaros,,--,--,--,,--,SI,,--
,Uruguay,Pronunciamiento,,,--,SI,,,SI,,SI
,Uruguay,Rocamora,--,,--,--,--,,SI,SI,
ENTRE RIOS,Uruguay,Santa Anita,,,--,SI,,--,SI,SI,
ENTRE RIOS,,Villa Mantero,SI,--,,SI,SI,SI,,,SI
ENTRE RIOS,Uruguay,,--,--,--,,SI,SI,,,--
,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),,,--,--,,,SI,SI,--
,Victoria,Antelo,--,,--,--,--,,--,--,
ENTRE RIOS,,,--,--,,,--,--,,--,--
ENTRE RIOS,Victoria,,--,--,--,,--,--,--,,--
,Victoria,Molino Doll,,,--,--,,,--,SI,--
ENTRE RIOS,Victoria,Rincón de Nogoyá,,--,--,--,,--,SI,SI,
ENTRE RIOS,Victoria,Victoria,,SI,--,SI,,,SI,,--
,Villaguay,Estación Raíces,SI,,--,--,SI,,SI,SI,--
ENTRE RIOS,Villaguay,,--,--,,,--,--,SI,SI,
CATAMARCA,,Los Varela,--,--,,--,SI,--,,--,SI
,Ambato,Singuil,--,,--,--,SI,,--,--,--
,Ancasti,Ancasti,,,--,--,,,--,,SI
,Ancasti,Anquincila,,,--,--,,,--,--,
CATAMARCA,Ancasti,La Candelaria,,--,--,--,,--,--,--,--
CATAMARCA,,,--,--,,,--,--,,,--
CATAMARCA,Andalgalá,,--,--,--,,SI,SI,--,--,SI
CATAMARCA,,,--,--,--,,--,--,--,--,--
CATAMARCA,,Amanao,--,--,,--,--,SI,,--,
CATAMARCA,Andalgalá,Andalgalá,,--,--,SI,,SI,SI,SI,SI
,Andalgalá,Buena Vista,--,,--,--,--,,--,,--
CATAMARCA,,Chaquiago,--,--,,SI,--,--,,SI,
CATAMARCA,,,--,--,,,--,--,,--,
CATAMARCA,Andalgalá,El Alamito,,--,--,--,,--,--,,--
,Andalgalá,El Lindero,,,--,--,,,SI,,--
CATAMARCA,Andalgalá,,--,--,--,,--,--,--,--,
CATAMARCA,,,--,--,,,--,--,,SI,
CATAMARCA,,La Mesada,--,--,,SI,--,--,,,--
CATAMARCA,Antofagasta de la Sierra,,--,--,--,,SI,--,SI,,SI
,Antofagasta de la Sierra,Antofalla,--,,--,--,--,,--,--,--
,Antofagasta de la Sierra,El Peñón,,--,--,--,,--,--,--,
CATAMARCA,,,--,--,,,--,--,,,--
CATAMARCA,,Barranca Larga,--,--,,--,--,--,,--,--
CATAMARCA,,Belén,--,--,,--,SI,SI,,SI,
CATAMARCA,Belén,,--,--,--,,--,--,--,--,--
,Belén,Corral Quemado,,,--,--,,,--,,--
CATAMARCA,Belén,El Durazno,,--,--,--,,--,--,,SI
,Belén,Farallón Negro,,,--,--,,,SI,--,
,Belén,Hualfín,--,,--,--,SI,,--,--,
CATAMARCA,,,--,--,,,--,--,,,--
CATAMARCA,,La Puntilla,--,--,,--,--,--,,,--
,Belén,Las Juntas,--,,--,--,--,,--,SI,
CATAMARCA,Belén,Londres,,,--,--,,--,SI,SI,SI
CATAMARCA,Belén,,--,--,--,,SI,--,--,,--
CATAMARCA,,,--,--,,,--,--,,--,--
CATAMARCA,Belén,Puerta de San José,,--,--,--,,--,--,--,
,Belén,Villa Vil,--,,--,--,--,,--,--,--
,Capayán,Adolfo E. Carranza,--,,--,--,--,,--,--,--
,Capayán,Balde de la Punta,,,--,--,,,--,,--
CATAMARCA,,Capayán,--,--,,--,SI,--,,--,SI
CATAMARCA,,,SI,--,,,SI,SI,,SI,
CATAMARCA,Capayán,Colonia del Valle,,--,--,--,,,SI,,SI
,Capayán,Colonia Nueva Coneta,--,,--,SI,SI,,SI,SI,SI
,Capayán,Concepción,,,--,--,,,--,--,--
,Capayán,Coneta,--,,--,SI,--,,SI,--,
CATAMARCA,,,--,--,,,--,--,,--,--
CATAMARCA,,Huillapima,--,--,,SI,SI,SI,,,SI
CATAMARCA,,Los Angeles,--,--,,,--,--,,SI,
CATAMARCA,Capayán,,--,--,--,,--,--,--,--,--
,Capayán,Los Angeles Sur,--,,--,--,--,,--,,--
CATAMARCA,Capayán,Miraflores,,--,--,SI,,SI,SI,SI,SI
CATAMARCA,Capayán,,--,--,--,,SI,--,--,--,
CATAMARCA,,,--,--,,,--,--,,--,
,Capayán,San Pedro,--,,--,--,--,,--,,--
,Capital,Barrio Bancario,,,--,--,,,--,,--
CATAMARCA,,El Pantanillo,SI,SI,,SI,SI,SI,,--,SI
CATAMARCA,,,SI,SI,,,SI,SI,,SI,
CATAMARCA,El Alto,,--,--,--,,SI,SI,--,,SI
CATAMARCA,,Guayamba,--,--,,--,--,--,,--,--
CATAMARCA,El Alto,Infanzón,,--,--,--,,--,--,--,
,El Alto,Los Corrales,--,,--,--,,,--,--,
CATAMARCA,,,--,--,,,--,--,,--,SI
CATAMARCA,Fray Mamerto Esquiú,,--,--,--,,SI,SI,--,,--
CATAMARCA,,,--,--,,,SI,--,,--,
CATAMARCA,,Casa de Piedra,--,--,,--,--,--,,--,
,La Paz,El Aybal,,,--,--,,,--,,--
,La Paz,El Bañado,--,,--,--,--,,--,,--
,La Paz,El Divisadero,--,,--,--,,,--,--,
CATAMARCA,La Paz,El Quimilo,,--,--,--,,--,--,--,
CATAMARCA,,Esquiú,--,--,,--,SI,SI,,,--
CATAMARCA,La Paz,,--,--,--,,SI,SI,SI,--,SI
CATAMARCA,La Paz,La Dorada,,--,--,--,,--,--,--,--
,La Paz,La Guardia,,,--,--,,,--,--,
CATAMARCA,,Las Esquinas,--,--,,--,--,--,,--,--
CATAMARCA,,,--,--,,,--,--,,,--
,La Paz,Quirós,--,,--,--,SI,,SI,SI,--
,La Paz,Ramblones,,,--,--,,,--,--,
CATAMARCA,La Paz,Recreo,,SI,--,SI,,SI,SI,,SI
,La Paz,San Antonio,--,,--,--,SI,,SI,SI,--
CATAMARCA,Paclín,,--,--,--,,--,--,--,--,
CATAMARCA,,,--,--,,,--,--,,--,--
,Paclín,La Bajada,,,--,--,,,--,,--
CATAMARCA,Paclín,La Higuera,,--,--,--,,--,--,,--
CATAMARCA,Paclín,La Merced,,--,--,--,,,SI,SI,SI
,Villaguay,Jubileo,--,,--,SI,SI,,SI,SI,
ENTRE RIOS,Villaguay,,--,--,,,SI,--,--,--,--
ENTRE RIOS,,Paso de la Laguna,--,--,,--,--,--,,,--
ENTRE RIOS,,,SI,--,,,SI,SI,,SI,
ENTRE RIOS,Villaguay,,--,--,--,,SI,SI,SI,SI,--
,Villaguay,Villaguay,,,--,SI,,,SI,,--
FORMOSA,Bermejo,Fortín Soledad,,--,--,--,,--,--,SI,--
FORMOSA,Bermejo,,--,--,--,,--,--,--,SI,--
FORMOSA,,,--,--,,--,--,--,,SI,
,Bermejo,Laguna Yema,--,,--,--,SI,,SI,SI,SI
FORMOSA,Bermejo,Lamadrid,,,--,--,,--,--,,--
FORMOSA,,Los Chiriguanos,--,--,,--,SI,--,,SI,
FORMOSA,Bermejo,,--,--,--,,--,--,,SI,
FORMOSA,Bermejo,,--,--,--,,SI,--,--,,--
FORMOSA,,,--,--,,,--,--,,,--
FORMOSA,Formosa,Colonia Pastoril,,--,--,--,,--,--,SI,
,Tinogasta,Tinogasta,,,--,SI,,,SI,--,
CATAMARCA,,El Bañado,--,--,,--,--,--,,--,--
CATAMARCA,Valle Viejo,,--,--,--,,--,SI,--,,SI
CATAMARCA,,Huaycama,--,--,,--,--,--,,--,
CATAMARCA,Valle Viejo,,--,--,--,,SI,SI,--,--,
,Valle Viejo,Polcos,--,,--,SI,--,,--,,--
,Valle Viejo,Pozo Del Mistol,,--,--,SI,,--,--,,--
CATAMARCA,Valle Viejo,San Isidro,,--,--,SI,,SI,--,SI,
,Valle Viejo,Santa Cruz,,,--,--,,,--,--,
CATAMARCA,Valle Viejo,,--,--,--,,SI,SI,--,SI,--
CATAMARCA,,,--,--,,,--,--,,,--
,Valle Viejo,Villa Dolores,--,,--,SI,,,--,SI,
CHACO,12 de Octubre,Gancedo,,--,--,SI,,--,SI,SI,SI
CHACO,,,--,--,--,,SI,--,--,,--
CHACO,,General Pinedo,SI,--,,SI,SI,SI,,SI,SI
CHACO,12 de Octubre,Mesón de Fierro,,--,--,--,,--,--,--,
,12 de Octubre,Pampa Landriel,--,,--,--,SI,,--,--,--
,1º de Mayo,Barrio de los Pescadores,,,--,--,,,--,--,--
LA PAMPA,Capital,Santa Rosa,,SI,SI,SI,,SI,SI,,SI
LA PAMPA,,,--,SI,,,SI,SI,,--,SI
LA PAMPA,Catriló,,--,--,--,,--,--,--,--,
LA PAMPA,Catriló,Lonquimay,,SI,--,SI,,SI,SI,,SI
,Catriló,Uriburu,--,,--,SI,SI,,SI,,SI
,Chalileo,Santa Isabel,--,,SI,--,--,,SI,SI,
,Chapaleufú,Bernardo Larroude,,,SI,SI,,,SI,SI,SI
LA PAMPA,,Ceballos,--,--,,SI,--,--,,,SI
LA PAMPA,,,--,--,,,SI,--,,SI,SI
MISIONES,Eldorado,,--,--,--,,SI,--,--,SI,--
MISIONES,,,--,--,,--,--,--,,--,
MISIONES,Eldorado,Villa Roulet,,--,--,--,,--,--,--,--
,Chapaleufú,Intendente Alvear,SI,,SI,SI,SI,,SI,,SI
LA PAMPA,,,--,--,,,--,--,,SI,
LA PAMPA,Chapaleufú,,--,--,--,,SI,--,SI,SI,--
,Chical Co,Algarrobo del Águila,,,--,--,,,SI,,--
,Chical Co,La Humada,--,,--,--,--,,SI,SI,SI
LA PAMPA,,,--,--,,,--,--,,SI,
LA PAMPA,,Eduardo Castex,SI,SI,,SI,SI,SI,,SI,
LA PAMPA,,Mauricio Mayer,--,--,,--,--,--,,,SI
LA PAMPA,Conhelo,,--,--,--,,--,--,SI,,SI
,Conhelo,Rucanelo,,,--,SI,,,--,SI,
LA PAMPA,Conhelo,Winifreda,,SI,SI,SI,,SI,SI,SI,
LA PAMPA,Curacó,,--,--,--,,--,--,--,,SI
LA PAMPA,,,--,--,,,SI,--,,SI,SI
LA PAMPA,Guatraché,,--,--,--,,SI,--,SI,--,
CATAMARCA,,Palo Labrado,--,--,,--,--,--,,--,
CATAMARCA,Paclín,San Antonio,,--,--,--,,--,--,SI,SI
,Paclín,Villa de Balcozna,--,,--,--,,,--,,--
,Pomán,Apoyaco,--,,--,--,--,,--,--,
,Pomán,Colana,,,--,--,,,--,--,--
CATAMARCA,,Colpes,--,--,,--,--,--,,,--
CATAMARCA,,,--,--,,,--,--,,,--
,Pomán,Joyango,,--,--,--,,--,--,--,--
,Pomán,Mutquin,--,,--,--,--,,--,--,
CATAMARCA,,Pomán,--,--,,,SI,SI,,--,SI
CATAMARCA,Pomán,,--,--,--,,SI,--,SI,,--
,Pomán,San Miguel,--,,--,--,--,,--,SI,--
CATAMARCA,Pomán,Saujil,,--,--,--,,--,SI,SI,
,Pomán,Siján,,,--,--,,,SI,,SI
,Santa María,Andalhualá,--,,--,--,--,,--,--,--
CATAMARCA,,,--,--,,,--,--,,--,
CATAMARCA,,Chañar Punco,--,--,,--,SI,--,,--,--
,Santa María,El Cajón,--,,--,--,--,,--,,--
CATAMARCA,Santa María,El Cerrito,,--,--,--,,SI,--,,--
,Santa María,El Desmonte,,,--,--,,,--,--,--
CATAMARCA,Santa María,El Puesto,,--,--,--,,--,--,,--
CATAMARCA,,,--,--,,,--,--,,--,
CATAMARCA,Santa María,,--,--,--,,--,--,--,--,
CATAMARCA,Santa María,,--,--,,,--,--,--,,--
CATAMARCA,,La Loma,--,--,,--,--,--,,,SI
CATAMARCA,Santa María,La Puntilla,,--,--,--,,,--,--,
,Río Cuarto,Suco,--,,--,--,SI,,SI,--,--
CORDOBA,,Tosquitas,--,--,,--,SI,SI,,--,--
CORDOBA,,,SI,SI,,,SI,SI,,,SI
CORDOBA,Río Cuarto,Villa El Chacay,,--,--,--,,--,SI,--,--
,Río Cuarto,Villa Santa Eugenia,,,--,--,,,--,--,
CORDOBA,Río Cuarto,,--,--,--,,SI,SI,SI,SI,--
CORDOBA,,,--,--,,,--,--,,,--
CORDOBA,,Cañada de Machado,--,--,,--,--,--,,SI,
CORDOBA,Río Primero,,--,--,--,,SI,SI,,--,--
,Río Primero,Chalacea,--,,--,--,--,,SI,,--
CORDOBA,Río Primero,Colonia Las Cuatro Esquinas,,,--,--,,--,SI,--,--
CORDOBA,,,--,--,,,SI,--,,--,--
CORDOBA,,El Alcalde (Est. Tala Norte),--,--,,--,--,--,,--,
CORDOBA,,El Crispín,--,--,,--,--,--,,--,--
CORDOBA,Río Primero,,--,--,--,,SI,--,SI,,SI
,Río Primero,Kilómetro 658,--,,--,--,,,SI,--,--
CORDOBA,Río Primero,La Para,,SI,--,SI,,SI,SI,SI,
,Río Primero,La Posta,,,--,--,,,SI,,--
,General Alvarado,Miramar,SI,,SI,SI,SI,,SI,SI,SI
BUENOS AIRES,,,--,--,,,SI,SI,,--,
BUENOS AIRES,,Arribeños,SI,SI,,SI,SI,SI,,SI,--
,General Arenales,Ascensión,SI,,--,--,SI,,SI,,--
,General Arenales,Estación Arenales,,,--,--,,--,--,,--
BUENOS AIRES,General Arenales,,--,SI,--,,SI,SI,SI,SI,--
BUENOS AIRES,,,--,SI,,,SI,SI,,SI,
BUENOS AIRES,General Arenales,La Angelita,,--,--,--,,--,SI,,--
,General Arenales,La Trinidad,--,,--,--,--,,--,,--
,Santa María,Lampacito,--,,--,--,SI,,--,--,
,Santa María,Las Mojarras,,,--,--,,,--,--,
CATAMARCA,,Loro Huasi,--,--,,--,--,--,,,--
CATAMARCA,,,--,--,,,--,--,,--,--
CATAMARCA,Santa María,Palo Seco,,--,--,--,,,--,--,--
,Santa María,Punta de Balasto,--,,--,--,--,,--,--,
CATAMARCA,Santa María,San José,,--,--,--,,--,--,,SI
,Santa María,San Jose Banda,--,,--,--,--,,--,--,--
CATAMARCA,Santa María,,--,--,--,,--,--,--,--,
CATAMARCA,,,--,--,,--,--,--,,--,
CATAMARCA,,Yapes,--,--,,--,--,--,,,--
CATAMARCA,,,--,--,,,SI,--,,,SI
,Santa Rosa,Bañado de Ovanta,--,,--,--,SI,,SI,--,
,Santa Rosa,Las Cañas,,,--,--,,,--,--,
CATAMARCA,,,--,--,,,--,--,--,,SI
CATAMARCA,,Los Altos,--,--,,--,SI,SI,,SI,SI
,Santa Rosa,Manantiales,,,--,--,,,--,--,
CATAMARCA,Santa Rosa,San Pedro,,--,--,--,,--,--,--,--
CATAMARCA,,Anillaco,--,--,,--,--,--,,,--
CATAMARCA,Tinogasta,,--,--,--,,--,--,--,--,--
CATAMARCA,,,--,--,,,--,--,,--,--
CATAMARCA,,Cerro Negro,--,--,,--,--,--,,--,
,Tinogasta,Copacabana,,,--,--,,,--,--,--
,Tinogasta,Cordobita,--,,--,--,--,,--,,--
CATAMARCA,,Costa de Reyes,--,--,,--,--,--,,--,
CATAMARCA,Tinogasta,,--,--,--,,--,--,,--,--
CATAMARCA,Tinogasta,,--,--,--,,--,--,--,,--
CATAMARCA,,,--,--,,,--,--,,--,--
BUENOS AIRES,Lobería,San Manuel,,--,--,SI,,SI,SI,SI,
,Lobería,Tamangueyú,,,--,--,,,--,SI,--
,Lobos,Antonio Carboni,SI,,SI,SI,--,,SI,--,--
